id,production_companies
106685,"[{'name': 'Les Films Manuel Munz', 'id': 3092}]"
136106,"[{'name': 'Paramount Pictures', 'id': 4}]"
60629,"[{'name': 'Sandollar Productions', 'id': 5842}]"
137347,"[{'name': 'Mandragora Movies', 'id': 20643}, {'name': 'Agresywna Banda', 'id': 36299}, {'name': 'Denis Friedman Productions', 'id': 66146}]"
219043,[]
295144,"[{'name': 'Tiger Aspect Productions', 'id': 686}, {'name': 'BRITISH BROADCASTING CORPORATION', 'id': 6622}, {'name': 'Fifty Fathoms Productions', 'id': 32806}]"
20000,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
28652,[]
295698,"[{'name': 'Bethsabée Mucho', 'id': 14628}, {'name': 'Disruptive Films', 'id': 39430}]"
292191,"[{'name': 'The Asylum', 'id': 1311}]"
172391,"[{'name': 'Triggerfish Animation', 'id': 33805}]"
252171,"[{'name': 'SpectreVision', 'id': 34519}, {'name': 'Black Light District', 'id': 51192}, {'name': 'Say Ahh Productions', 'id': 51193}, {'name': 'Logan Pictures', 'id': 51194}]"
30174,"[{'name': 'Alliance Vivafilm', 'id': 5023}]"
182528,[]
20147,[]
34505,[]
26366,[]
32916,"[{'name': 'Warner Bros. Animation', 'id': 2785}]"
265177,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Super Écran', 'id': 11578}, {'name': 'SODEC', 'id': 13311}, {'name': 'Metafilms', 'id': 13839}]"
241239,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Before the Door Pictures', 'id': 14861}, {'name': 'Washington Square Films', 'id': 14862}, {'name': 'A24', 'id': 41077}, {'name': 'Old Bull Pictures', 'id': 53656}]"
228970,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Pacific Standard', 'id': 15829}, {'name': 'bob industries', 'id': 93542}]"
59940,"[{'name': 'Alliance Atlantis Communications', 'id': 803}]"
68750,"[{'name': 'Sony Pictures Home Entertainment', 'id': 5388}]"
24486,"[{'name': 'Thames Television', 'id': 5846}, {'name': 'Euston Films', 'id': 8363}, {'name': ""Hill-O'Connor Television"", 'id': 8364}]"
28791,[]
15056,"[{'name': 'Larry Levinson Productions', 'id': 3282}, {'name': 'Hallmark Entertainment', 'id': 4056}, {'name': 'Silverstar Ltd.', 'id': 6355}]"
2699,"[{'name': 'American Zoetrope', 'id': 70}]"
253290,[]
174678,[]
284296,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'IAC Film', 'id': 10351}, {'name': 'Jax Media', 'id': 24021}]"
308571,"[{'name': 'NetFlix', 'id': 8858}]"
311021,[]
246213,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]"
127817,[]
210126,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]"
246648,[]
132038,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]"
148176,[]
94818,"[{'name': 'Anchor Bay', 'id': 8135}]"
162755,[]
223243,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]"
214948,"[{'name': 'National Film Board of Canada', 'id': 10473}]"
218658,"[{'name': 'National Film Board of Canada', 'id': 10473}]"
211017,"[{'name': 'National Film Board of Canada', 'id': 10473}]"
128679,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]"
215061,"[{'name': 'National Film Board of Canada', 'id': 10473}]"
255496,[]
40210,"[{'name': 'Hammer Film Productions', 'id': 1314}]"
266044,"[{'name': 'Coop 99', 'id': 122}, {'name': 'Essential Filmproduktion GmbH', 'id': 20691}, {'name': 'Amour Fou Luxembourg', 'id': 48467}]"
190469,"[{'name': 'Wellington Films', 'id': 25795}, {'name': 'Kinokultas', 'id': 41314}]"
294308,"[{'name': 'WindowLight Pictures', 'id': 19733}, {'name': 'EchoWolf Productions', 'id': 70142}, {'name': 'Engine Film Group', 'id': 70143}, {'name': 'Last Stop', 'id': 70144}]"
292063,"[{'name': 'Lippert Pictures', 'id': 4946}]"
61086,[]
87093,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Silverwood Films', 'id': 2293}, {'name': 'Electric City Entertainment', 'id': 8600}, {'name': 'Tim Burton Productions', 'id': 8601}]"
205349,[]
224141,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Lucamar Productions', 'id': 17021}]"
285532,[]
61925,"[{'name': 'Cinemaster S.r.l.', 'id': 10519}]"
52914,[]
255906,[]
50758,[]
52913,"[{'name': 'Cinemaster S.r.l.', 'id': 10519}]"
52238,[]
165159,"[{'name': 'Titanus', 'id': 641}]"
62715,"[{'name': 'Cinemaster S.r.l.', 'id': 10519}]"
127760,[]
62725,[]
46001,"[{'name': 'Intercapital', 'id': 4986}]"
58083,"[{'name': 'Intercapital', 'id': 4986}]"
52113,[]
11613,"[{'name': 'El Pico S.A.', 'id': 17955}]"
53342,[]
9807,"[{'name': 'Italian International Film', 'id': 1429}]"
82083,[]
17681,"[{'name': 'Hanna-Barbera Productions', 'id': 1353}]"
243684,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Right of Way Films', 'id': 32157}]"
35069,[]
257561,[]
257563,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]"
171846,"[{'name': 'Nikkatsu', 'id': 955}, {'name': 'XYZ Films', 'id': 12142}, {'name': 'Guerilla Merah Films', 'id': 26218}]"
125150,[]
106196,[]
24179,"[{'name': 'Taurus Produktion', 'id': 8179}]"
312497,"[{'name': 'Blumhouse Television', 'id': 68884}, {'name': 'Sea to Sky Entertainment', 'id': 76782}, {'name': 'Levens', 'id': 88463}]"
228967,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Point Grey Pictures', 'id': 16615}]"
177043,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cine Vesta Associates', 'id': 52354}]"
207703,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Cloudy Productions', 'id': 78995}]"
242555,"[{'name': 'Muse Entertainment Enterprises', 'id': 6438}, {'name': 'Nitelite Entertainment', 'id': 41629}]"
85336,"[{'name': 'Caviar Films', 'id': 2699}, {'name': 'Dutch Filmworks', 'id': 29326}]"
40387,"[{'name': 'Brut Productions', 'id': 6318}, {'name': 'Nightwatch Films', 'id': 32665}]"
191489,[]
181533,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'TSG Entertainment', 'id': 22213}]"
293380,"[{'name': '20th Century Fox Television', 'id': 16323}, {'name': ""D'Angelo-Bullock-Allen Productions"", 'id': 57712}]"
174309,[]
59169,[]
125154,"[{'name': 'Hermic Films', 'id': 44296}]"
122348,[]
51239,"[{'name': 'Legacy Filmworks', 'id': 4369}, {'name': 'Bron Studios', 'id': 13240}, {'name': 'American World Pictures (AWP)', 'id': 39698}, {'name': 'Arcana Studio', 'id': 55446}]"
222216,"[{'name': 'Beijing Starlit Movie and TV Culture', 'id': 38995}]"
34515,"[{'name': 'The Collective', 'id': 15156}, {'name': 'Clyde TV', 'id': 78262}, {'name': 'Enliven Entertainment', 'id': 78268}]"
180951,"[{'name': 'Marwood Pictures', 'id': 32200}, {'name': 'CrossDay Productions Ltd.', 'id': 32201}, {'name': 'Apart Films', 'id': 32202}]"
46127,"[{'name': 'Von Zerneck Sertner Films', 'id': 19237}, {'name': 'RHI Entertainment', 'id': 20358}, {'name': 'Patricia Clifford Productions', 'id': 36904}]"
19444,[]
42309,"[{'name': 'Pocketbook Productions', 'id': 48612}, {'name': 'Waterfront Pictures', 'id': 48613}]"
267863,"[{'name': 'IM Global', 'id': 7437}, {'name': 'Vertigo Films', 'id': 10393}]"
67753,"[{'name': 'Les Films Marcel Pagnol', 'id': 19160}]"
132936,[]
81116,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Walter Wanger Productions', 'id': 10096}]"
274985,[]
212503,"[{'name': 'Frisbeefilms', 'id': 2352}]"
142119,[]
261820,"[{'name': 'Epoch Films', 'id': 3846}, {'name': 'RC Pictures', 'id': 60302}]"
120605,"[{'name': '1984 Private Defense Contractors', 'id': 8532}]"
307113,[]
259018,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Starboard Entertainment', 'id': 25462}]"
175555,"[{'name': 'Lions Gate', 'id': 6644}]"
277368,"[{'name': 'M6 Films', 'id': 1115}, {'name': 'Fidélité Films', 'id': 2927}, {'name': 'Saint Sébastien Froissart', 'id': 32328}]"
145162,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Jerry Gershwin-Elliott Kastner', 'id': 13646}]"
13759,[]
129062,"[{'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Jolly Film', 'id': 10481}, {'name': 'Trio Films', 'id': 10482}]"
241432,[]
44936,"[{'name': 'JBF', 'id': 41796}]"
18755,"[{'name': 'Bad Monkey Productions', 'id': 5117}, {'name': ""Hill's Production Services"", 'id': 27259}]"
53527,[]
90932,"[{'name': 'Metro-Goldwyn-Mayer', 'id': 45725}]"
182099,"[{'name': 'National Film Board of Canada', 'id': 10473}]"
141058,"[{'name': 'Lions Gate Films', 'id': 35}]"
110323,"[{'name': 'UGC Distribution', 'id': 3578}]"
51090,"[{'name': 'Procirep', 'id': 311}, {'name': 'Rhône-Alpes Cinéma', 'id': 1666}, {'name': 'Mars Distribution', 'id': 2908}, {'name': 'Nord-Ouest Productions', 'id': 4176}, {'name': 'Canal+', 'id': 5358}, {'name': 'Backup Films', 'id': 5381}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'France Télévision', 'id': 7454}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'Artémis Productions', 'id': 11773}, {'name': 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'id': 11921}, {'name': 'Région Rhône-Alpes', 'id': 12392}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Uni Étoile 7', 'id': 20897}, {'name': 'Cinémage 4', 'id': 20898}]"
14669,"[{'name': 'GO Productions', 'id': 2943}]"
212606,"[{'name': 'Paradox Spillefilm A/S', 'id': 2966}, {'name': 'Zentropa International Sweden', 'id': 8288}, {'name': 'Newgrange Pictures', 'id': 16076}]"
60119,[]
215538,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Frankovich Productions', 'id': 2102}, {'name': 'Sujac Productions', 'id': 15753}]"
65821,"[{'name': 'BBC', 'id': 5996}]"
52622,[]
51017,"[{'name': 'Lions Gate Films', 'id': 35}]"
26540,"[{'name': 'Warner Bros. Entertainment', 'id': 17}]"
81393,[]
62836,"[{'name': 'Asylum Entertainment', 'id': 4382}, {'name': 'Muse Entertainment Enterprises', 'id': 6438}]"
302118,"[{'name': 'Veit Helmer Filmproduktion', 'id': 38018}]"
33582,"[{'name': 'Leonine Verse', 'id': 32292}]"
145186,"[{'name': 'Barnholtz Entertainment', 'id': 11860}, {'name': 'ARO Entertainment', 'id': 13912}]"
158828,"[{'name': 'Box Office Spectaculars', 'id': 4758}]"
243856,"[{'name': 'Filmwerks', 'id': 7954}, {'name': 'Cruel Stories Inc.', 'id': 40702}]"
32113,"[{'name': 'Beaconsfield Productions', 'id': 5445}, {'name': 'Peter Rogers Productions', 'id': 10265}]"
21240,"[{'name': 'Peter Rogers Productions', 'id': 10265}]"
38503,[]
94674,"[{'name': 'AVRO Television', 'id': 4313}, {'name': 'Belgische Radio en Televisie (BRT)', 'id': 11619}]"
71841,[]
131944,"[{'name': 'Warner Bros.', 'id': 6194}]"
280495,"[{'name': '21st Century Film Corporation', 'id': 13282}]"
18969,[]
168885,"[{'name': 'iDiC Entertainment', 'id': 36786}]"
123868,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
88253,[]
197647,"[{'name': 'Two Cities Films', 'id': 4006}]"
51416,"[{'name': 'Warner Bros.', 'id': 6194}]"
30102,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]"
168408,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Titanus', 'id': 641}, {'name': 'Galatea Film', 'id': 12240}]"
36294,[]
11612,"[{'name': 'Les Productions Fox Europa', 'id': 1602}, {'name': 'Tritone Cinematografica', 'id': 1818}, {'name': 'Mundial Film', 'id': 7863}]"
82676,[]
52228,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]"
225898,"[{'name': 'FunHouse Features', 'id': 17157}, {'name': 'Nunsuch Pictures', 'id': 17158}, {'name': 'Cas-Mor Productions', 'id': 17159}, {'name': 'Gallery Films', 'id': 17160}]"
63727,"[{'name': 'Filmax', 'id': 3631}]"
149600,[]
40474,"[{'name': 'National Cinematografica', 'id': 2185}]"
199155,"[{'name': 'Allied Artists Pictures', 'id': 4928}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Mardi Gras Productions Inc.', 'id': 10940}]"
131903,"[{'name': 'Flashback Entertainment', 'id': 10663}]"
92286,"[{'name': 'CinemaLab', 'id': 54712}]"
250114,"[{'name': 'NetFlix', 'id': 8858}]"
280000,"[{'name': 'Thirteen Disciples', 'id': 46177}]"
47365,"[{'name': 'Stormheart Oy', 'id': 86925}]"
68737,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Outlaw Sinema', 'id': 13444}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Pendle Mountain Productions', 'id': 40112}, {'name': 'China Film Co.', 'id': 40890}]"
64264,[]
149170,"[{'name': 'Mosfilm', 'id': 5120}]"
91261,"[{'name': 'Mosfilm', 'id': 5120}]"
19338,"[{'name': 'Lietuvos Kinostudija', 'id': 2064}, {'name': 'Ardent Productions', 'id': 57340}, {'name': 'Contenders Only', 'id': 57341}, {'name': 'Cypress Point Productions', 'id': 57342}]"
37529,"[{'name': 'Castel Film Romania', 'id': 1370}, {'name': 'Dimension Films', 'id': 7405}]"
266080,[]
214761,"[{'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Ikiru Films', 'id': 2875}, {'name': 'El Toro Productions', 'id': 16268}]"
55553,[]
278334,"[{'name': 'Bold Films', 'id': 2266}]"
176079,[]
73661,[]
136741,"[{'name': 'Kazakhfilm Studios', 'id': 3623}]"
78093,"[{'name': 'Scream HQ', 'id': 15479}, {'name': 'Social Construct', 'id': 20319}]"
33990,"[{'name': 'Le Monde Entertainment', 'id': 6560}, {'name': ', Planet Productions', 'id': 6561}, {'name': 'Planet Productions', 'id': 6562}]"
159211,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': 'One More Pictures', 'id': 17517}]"
57008,"[{'name': 'Tom Cat Films', 'id': 6766}]"
101791,"[{'name': 'Black & Blue Films', 'id': 23418}, {'name': 'Fyzz Factory, The', 'id': 70833}, {'name': 'Size 9 Productions', 'id': 70834}]"
99194,[]
82492,[]
16825,"[{'name': 'Copercines, Cooperativa Cinematográfica', 'id': 1500}, {'name': 'Devon Film', 'id': 9152}]"
240906,"[{'name': 'Lighthouse Pictures', 'id': 6345}, {'name': 'Craig Anderson Productions', 'id': 38870}, {'name': 'Let it Snow Productions', 'id': 95801}]"
16412,"[{'name': 'Insight Film Studios', 'id': 2865}, {'name': 'Maverick Productions', 'id': 3737}]"
115084,"[{'name': 'New Horizons Picture', 'id': 20235}]"
298533,"[{'name': 'Telefilm Canada', 'id': 7320}, {'name': 'Bell Media', 'id': 32185}]"
41897,"[{'name': 'Tritone Cinematografica', 'id': 1818}]"
280509,"[{'name': 'BBC Drama Productions', 'id': 25570}]"
79376,"[{'name': 'Films Sacha Gordine', 'id': 1743}]"
43281,[]
84193,"[{'name': 'Moxie Firecracker Films', 'id': 42136}]"
99946,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
201018,"[{'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Pathe', 'id': 7396}]"
241804,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
18948,"[{'name': '20th Century Fox Home Entertainment', 'id': 3635}, {'name': 'CBS Films', 'id': 5490}, {'name': 'Buena Vista International', 'id': 25646}]"
43968,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
39342,"[{'name': ""Fightin' Family Productions"", 'id': 42273}]"
86209,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Santa Fe Productions', 'id': 26015}]"
211085,[]
21176,[]
144595,"[{'name': 'Eyeworks Film', 'id': 7608}]"
25797,"[{'name': 'AVRO Television', 'id': 4313}, {'name': 'Bos Bros. Film & TV Productions', 'id': 30636}]"
28535,[]
129579,"[{'name': 'Devon Film', 'id': 9152}, {'name': 'Astro C.C.', 'id': 9213}, {'name': 'General Sanjuro 29', 'id': 10533}]"
121342,"[{'name': 'Dania Film', 'id': 1701}]"
58080,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'Compagnia Cinematografica Champion', 'id': 10000}, {'name': 'Champion', 'id': 10526}]"
105860,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'Medusa Distribuzione', 'id': 15868}]"
75754,"[{'name': 'Flora Film', 'id': 1501}, {'name': 'Dania Film', 'id': 1701}, {'name': 'Medusa Distribuzione', 'id': 15868}]"
80067,"[{'name': 'Dania Film', 'id': 1701}]"
19946,"[{'name': 'Devon Film', 'id': 9152}, {'name': 'Intes Corporation', 'id': 11984}]"
39973,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'Medusa Distribuzione', 'id': 15868}]"
27905,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'Medusa Distribuzione', 'id': 15868}]"
67180,[]
67219,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'Medusa Produzione', 'id': 1702}]"
43548,"[{'name': 'Dania Film', 'id': 1701}]"
64666,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'Medusa Distribuzione', 'id': 15868}, {'name': 'Publikampas', 'id': 89871}]"
197335,[]
82341,[]
67221,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'National Cinematografica', 'id': 2185}, {'name': 'Medusa Distribuzione', 'id': 15868}]"
84729,[]
275239,[]
48805,"[{'name': 'Dania Film', 'id': 1701}, {'name': 'VIP Media', 'id': 2694}, {'name': 'Rodeo Drive', 'id': 3112}, {'name': 'Medusa Film', 'id': 6246}, {'name': 'Sky', 'id': 19079}]"
272165,[]
101125,[]
75136,"[{'name': 'Carlton Film Export', 'id': 901}, {'name': 'Central', 'id': 3649}, {'name': 'Celtic Films Entertainment', 'id': 7783}]"
75137,"[{'name': 'Carlton Television', 'id': 5171}]"
75138,"[{'name': 'Celtic Films Entertainment', 'id': 7783}, {'name': 'Carlton Films', 'id': 17196}]"
69787,"[{'name': 'Central', 'id': 3649}, {'name': 'Picture Palace', 'id': 7782}, {'name': 'Celtic Films Entertainment', 'id': 7783}]"
153936,[]
151068,"[{'name': 'Sovkino', 'id': 410}]"
300706,"[{'name': 'Lost Rhino Films', 'id': 39328}]"
64998,"[{'name': 'Shaw Brothers', 'id': 5798}]"
227359,"[{'name': 'Steamroller Productions', 'id': 3495}, {'name': 'Voltage Pictures', 'id': 10255}]"
208637,[]
286532,"[{'name': 'Sycamore Pictures', 'id': 14319}]"
271185,"[{'name': 'Decipher Entertainment', 'id': 23749}, {'name': 'Presque Isle Films', 'id': 23750}, {'name': 'LA Publicity', 'id': 23751}, {'name': 'Tait Productions', 'id': 23752}]"
63340,[]
70984,"[{'name': 'Still Silent Films Inc.', 'id': 43977}]"
13383,"[{'name': 'Cinematográfica Calderón S.A.', 'id': 12120}]"
96921,"[{'name': ""La Générale d'Images"", 'id': 1180}, {'name': 'Les Productions Lazennec', 'id': 5869}, {'name': 'France 3 Cinema', 'id': 16804}]"
111022,"[{'name': 'Black Valley Films', 'id': 42205}]"
85654,"[{'name': 'Paramount Pictures', 'id': 4}]"
30305,"[{'name': 'WVG Medien GmbH', 'id': 5137}, {'name': 'Splendid Film', 'id': 8146}]"
190165,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]"
15888,"[{'name': 'Whiskers Post Production', 'id': 89251}, {'name': 'Arokaria', 'id': 89252}, {'name': 'Full On Film Productions', 'id': 89253}]"
33730,"[{'name': 'The Mirisch Corporation', 'id': 219}]"
135047,"[{'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'Gato Negro Films', 'id': 5295}]"
266031,"[{'name': 'Mantarraya Producciones', 'id': 863}, {'name': 'Les films du Worso', 'id': 7395}, {'name': 'Massive', 'id': 39338}, {'name': '4L', 'id': 39339}, {'name': 'Kamoli Films', 'id': 39340}]"
287486,"[{'name': 'Solar Films inc.', 'id': 6339}]"
287301,"[{'name': 'Solar Films inc.', 'id': 6339}, {'name': 'Nordisk Film Production', 'id': 14757}]"
289183,"[{'name': 'Edith Film Oy', 'id': 25491}, {'name': 'First Floor Productions', 'id': 33398}]"
137614,[]
300487,"[{'name': 'Oy Bufo Ab', 'id': 79811}]"
293491,"[{'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Matila Röhr Productions (MRP)', 'id': 5240}, {'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Eyeworks', 'id': 6461}, {'name': 'Film i Väst', 'id': 17513}]"
239498,[]
82967,"[{'name': 'Primitive Entertainment', 'id': 76632}, {'name': 'Fast & Scientific Productions', 'id': 76633}]"
248833,[]
92321,"[{'name': 'Brains Base', 'id': 22602}]"
196867,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Olive Bridge Entertainment', 'id': 7291}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Overbrook Entertainment', 'id': 12485}, {'name': 'Marcy Media', 'id': 95063}]"
28532,"[{'name': 'Giovanni Addessi Produzione Cinematografica', 'id': 6390}, {'name': 'Ulysse Productions', 'id': 38936}, {'name': 'Vulsinia Films', 'id': 50044}]"
297222,"[{'name': 'Rajkumar Hirani Films', 'id': 44163}, {'name': 'Vinod Chopra Films', 'id': 44164}]"
126927,"[{'name': 'Commonwealth United Entertainment', 'id': 1427}, {'name': 'American International Pictures (AIP)', 'id': 9266}, {'name': 'Winkast Film Productions', 'id': 13721}]"
201076,[]
283712,[]
224903,[]
296626,"[{'name': 'HFD Productions', 'id': 35711}, {'name': 'Hybrid LLC', 'id': 70571}]"
42996,"[{'name': 'Irwin Allen Productions', 'id': 14024}]"
130064,[]
64091,[]
84100,"[{'name': 'First National Pictures', 'id': 3245}]"
48854,"[{'name': 'Arte', 'id': 201}, {'name': 'Initial Productions', 'id': 231}, {'name': 'Mate Producciones S.A.', 'id': 732}, {'name': 'Vagabondages Co.', 'id': 17835}]"
116977,"[{'name': 'Threshold Entertainment', 'id': 4174}, {'name': 'Lions Gate Family Entertainment', 'id': 6574}]"
81878,"[{'name': 'George King Productions', 'id': 14669}, {'name': 'British Lion Film Corporation', 'id': 19980}]"
27399,"[{'name': 'Universal International Pictures (UI)', 'id': 10330}]"
17806,[]
65186,"[{'name': 'Quicksilver Films', 'id': 20745}]"
95060,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Company', 'id': 11241}]"
272663,"[{'name': 'Allied Artists Pictures', 'id': 4928}, {'name': 'Walter Wanger Productions', 'id': 10096}]"
72474,"[{'name': 'Warner Bros.', 'id': 6194}]"
51175,[]
106821,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
124115,"[{'name': 'Warner Bros.', 'id': 6194}]"
29365,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]"
98010,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Perseus Productions', 'id': 14494}]"
42706,"[{'name': 'Trimark Pictures', 'id': 4063}]"
29628,"[{'name': 'D & P Productions', 'id': 61897}]"
276918,[]
186845,[]
252529,"[{'name': 'Tornasol Films S.A.', 'id': 45190}, {'name': 'Rainy Day Films', 'id': 45191}]"
173732,"[{'name': 'Total Filmes', 'id': 93193}]"
31821,[]
288581,"[{'name': 'Signe Baumane Studio', 'id': 79178}]"
307127,[]
43635,"[{'name': 'GAGA', 'id': 3656}]"
266040,"[{'name': 'Angoa-Agicoa', 'id': 309}, {'name': 'Procirep', 'id': 311}, {'name': 'Archipel 35', 'id': 2695}, {'name': 'Canal+', 'id': 5358}, {'name': 'Cofinova 6', 'id': 7456}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': 'France Télévisions', 'id': 11795}, {'name': 'Cofinova 5', 'id': 12053}, {'name': 'Cofinova 8', 'id': 13836}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Media Programme of the European Community', 'id': 21972}, {'name': 'Ciné+', 'id': 23616}, {'name': 'France 2 Cinéma', 'id': 45970}, {'name': 'Titre et Structure Production', 'id': 55157}]"
153854,"[{'name': 'Verisimilitude', 'id': 22632}, {'name': 'Bay Bridge Productions Inc.', 'id': 26249}, {'name': 'Infinitum Productions', 'id': 26250}, {'name': 'Group Entertainment, The', 'id': 26251}]"
251959,[]
253065,"[{'name': 'CJ Entertainment', 'id': 7036}]"
125891,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}]"
46616,"[{'name': 'RKO Radio Pictures', 'id': 6}]"
244049,"[{'name': 'Aashirvad Cinemas', 'id': 16401}]"
149854,[]
21605,"[{'name': 'Pathé Pictures International', 'id': 1178}, {'name': 'Mission Pictures', 'id': 2746}, {'name': 'CP Medien AG', 'id': 5521}]"
22058,[]
28763,"[{'name': 'Planet Film Productions', 'id': 13718}, {'name': 'Protelco', 'id': 17484}]"
135832,"[{'name': 'Cartoon Saloon', 'id': 23948}, {'name': 'Schesch Filmkreation', 'id': 58744}]"
75298,"[{'name': 'Lenfilm Studio', 'id': 27593}]"
19365,"[{'name': 'Full Glass Films', 'id': 3868}, {'name': 'Shoot Productions', 'id': 4656}, {'name': 'Casting House', 'id': 42503}]"
157674,"[{'name': 'Ann and Phelim Media', 'id': 42504}]"
209293,"[{'name': 'Christal Films', 'id': 749}, {'name': 'Gaïa Films', 'id': 2671}]"
59439,[]
276908,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'Fubar Films FL', 'id': 37627}, {'name': 'Fubar Films', 'id': 93567}]"
42811,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
240881,"[{'name': 'Aberration Films', 'id': 5617}]"
274478,[]
56539,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]"
49391,"[{'name': 'Ealing Studios', 'id': 2650}, {'name': 'Lionhead Studios', 'id': 29193}]"
162059,"[{'name': 'Warner Bros.', 'id': 6194}]"
16365,"[{'name': 'Amen Ra Films', 'id': 421}, {'name': 'New Star Media Inc.', 'id': 14401}]"
152986,"[{'name': 'Warner Bros.', 'id': 6194}]"
142012,"[{'name': 'Robert Lawrence Productions', 'id': 12245}, {'name': 'Showtime Networks', 'id': 18880}]"
54165,[]
105404,"[{'name': 'United Artists', 'id': 60}]"
16460,"[{'name': 'Wonderworld Studios', 'id': 3980}]"
26728,"[{'name': 'Paws', 'id': 4569}]"
19993,"[{'name': 'Encanto Enterprises', 'id': 3691}]"
133704,"[{'name': 'Dakota Pictures', 'id': 3849}, {'name': 'Travieso Productions', 'id': 7084}]"
28630,[]
37238,"[{'name': 'Bedford Pictures Inc.', 'id': 36245}, {'name': 'Levy-Gardner-Laven', 'id': 36248}]"
