,mid,genres
24508,16080,"[{'id': 27, 'name': 'Horror'}]"
24509,232866,"[{'id': 18, 'name': 'Drama'}]"
24510,89602,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
24511,74295,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
24512,101330,"[{'id': 18, 'name': 'Drama'}]"
24513,109809,"[{'id': 18, 'name': 'Drama'}]"
24514,59838,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24515,2089,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
24516,290729,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]"
24517,293633,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
24518,152943,[]
24519,290542,"[{'id': 18, 'name': 'Drama'}]"
24520,35917,"[{'id': 80, 'name': 'Crime'}]"
24521,52364,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
24522,57738,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24523,24091,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
24524,183662,"[{'id': 53, 'name': 'Thriller'}]"
24525,72103,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]"
24526,20362,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
24527,173761,"[{'id': 27, 'name': 'Horror'}]"
24528,25391,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
24529,64160,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
24530,64161,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
24531,64372,"[{'id': 35, 'name': 'Comedy'}]"
24532,31775,"[{'id': 35, 'name': 'Comedy'}]"
24533,255476,"[{'id': 10751, 'name': 'Family'}]"
24534,253899,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
24535,38470,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]"
24536,125257,"[{'id': 18, 'name': 'Drama'}]"
24537,207933,"[{'id': 53, 'name': 'Thriller'}]"
24538,49585,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
24539,36407,[]
24540,136743,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24541,238203,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24542,107413,"[{'id': 27, 'name': 'Horror'}]"
24543,205819,"[{'id': 18, 'name': 'Drama'}]"
24544,238628,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
24545,260001,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
24546,286817,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
24547,57875,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]"
24548,256092,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
24549,198225,"[{'id': 27, 'name': 'Horror'}]"
24550,248870,"[{'id': 99, 'name': 'Documentary'}]"
24551,183108,[]
24552,61525,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
24553,156317,"[{'id': 18, 'name': 'Drama'}]"
24554,145762,"[{'id': 99, 'name': 'Documentary'}]"
24555,127375,"[{'id': 99, 'name': 'Documentary'}]"
24556,299313,"[{'id': 99, 'name': 'Documentary'}]"
24557,148326,[]
24558,222772,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
24559,25553,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
24560,107682,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24561,180427,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]"
24562,209271,"[{'id': 18, 'name': 'Drama'}]"
24563,195068,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]"
24564,52989,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]"
24565,33570,"[{'id': 18, 'name': 'Drama'}]"
24566,172226,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
24567,91343,"[{'id': 35, 'name': 'Comedy'}]"
24568,40661,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
24569,188066,"[{'id': 35, 'name': 'Comedy'}]"
24570,156356,"[{'id': 10402, 'name': 'Music'}]"
24571,230743,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
24572,85910,"[{'id': 10402, 'name': 'Music'}]"
24573,290862,"[{'id': 99, 'name': 'Documentary'}]"
24574,199851,"[{'id': 10749, 'name': 'Romance'}]"
24575,112735,"[{'id': 35, 'name': 'Comedy'}]"
24576,96239,"[{'id': 10769, 'name': 'Foreign'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
24577,128154,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24578,180147,"[{'id': 35, 'name': 'Comedy'}]"
24579,227094,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
24580,244801,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
24581,141152,"[{'id': 18, 'name': 'Drama'}]"
24582,25353,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]"
24583,193223,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]"
24584,272692,"[{'id': 27, 'name': 'Horror'}]"
24585,79723,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
24586,50400,"[{'id': 35, 'name': 'Comedy'}]"
24587,258070,"[{'id': 35, 'name': 'Comedy'}]"
24588,76424,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
24589,68097,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
24590,264309,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
24591,2516,"[{'id': 18, 'name': 'Drama'}]"
24592,251260,"[{'id': 35, 'name': 'Comedy'}]"
24593,87799,"[{'id': 35, 'name': 'Comedy'}]"
24594,203793,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]"
24595,226948,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
24596,249266,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24597,130813,[]
24598,35632,"[{'id': 28, 'name': 'Action'}]"
24599,44888,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"
24600,11813,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
24601,43453,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
24602,194393,"[{'id': 27, 'name': 'Horror'}]"
24603,99258,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
24604,29032,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]"
24605,280134,"[{'id': 18, 'name': 'Drama'}]"
24606,28668,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
24607,56154,"[{'id': 18, 'name': 'Drama'}]"
24608,108852,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24609,154515,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24610,43193,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
24611,70512,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
24612,73103,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"
24613,38471,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
24614,73997,"[{'id': 35, 'name': 'Comedy'}]"
24615,27105,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
24616,30302,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
24617,45256,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24618,57789,"[{'id': 10751, 'name': 'Family'}]"
24619,61233,"[{'id': 27, 'name': 'Horror'}]"
24620,257093,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
24621,263915,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]"
24622,167581,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24623,258358,"[{'id': 99, 'name': 'Documentary'}]"
24624,30855,"[{'id': 27, 'name': 'Horror'}]"
24625,241842,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
24626,32182,"[{'id': 35, 'name': 'Comedy'}]"
24627,109500,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
24628,16432,"[{'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
24629,20053,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
24630,47553,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]"
24631,90652,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]"
24632,28768,"[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]"
24633,85162,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
24634,78522,"[{'id': 27, 'name': 'Horror'}]"
24635,64075,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"
24636,38460,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24637,56929,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
24638,40644,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
24639,103236,"[{'id': 28, 'name': 'Action'}]"
24640,85651,"[{'id': 18, 'name': 'Drama'}]"
24641,34623,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
24642,130474,"[{'id': 18, 'name': 'Drama'}]"
24643,37133,"[{'id': 35, 'name': 'Comedy'}]"
24644,18122,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
24645,240510,"[{'id': 35, 'name': 'Comedy'}]"
24646,84111,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
24647,82450,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
24648,103972,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
24649,207263,"[{'id': 27, 'name': 'Horror'}]"
24650,37128,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
24651,15476,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
24652,69065,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
24653,77067,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
24654,117007,"[{'id': 99, 'name': 'Documentary'}]"
24655,20342,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 99, 'name': 'Documentary'}]"
24656,98344,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]"
24657,273922,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
24658,91316,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
24659,34650,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
24660,42734,"[{'id': 35, 'name': 'Comedy'}]"
24661,62804,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
24662,22515,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
24663,209367,"[{'id': 37, 'name': 'Western'}]"
24664,25646,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
24665,202744,"[{'id': 18, 'name': 'Drama'}]"
24666,16639,"[{'id': 53, 'name': 'Thriller'}]"
24667,104329,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
24668,73091,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]"
24669,291155,"[{'id': 99, 'name': 'Documentary'}]"
24670,164251,"[{'id': 18, 'name': 'Drama'}]"
24671,88486,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]"
24672,197489,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
24673,59159,"[{'id': 53, 'name': 'Thriller'}]"
24674,84352,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
24675,205596,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]"
24676,171274,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
24677,287495,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
24678,14808,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
24679,34182,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
24680,262551,"[{'id': 35, 'name': 'Comedy'}]"
24681,38125,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
24682,28778,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]"
24683,30972,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
24684,83519,"[{'id': 27, 'name': 'Horror'}]"
24685,244403,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24686,58760,"[{'id': 10752, 'name': 'War'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"
24687,81347,"[{'id': 35, 'name': 'Comedy'}]"
24688,131631,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
24689,48135,"[{'id': 35, 'name': 'Comedy'}]"
24690,28019,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
24691,41077,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]"
24692,36132,[]
24693,28967,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
24694,270403,"[{'id': 18, 'name': 'Drama'}]"
24695,222649,"[{'id': 18, 'name': 'Drama'}]"
24696,294959,"[{'id': 12, 'name': 'Adventure'}, {'id': 99, 'name': 'Documentary'}]"
24697,273334,[]
24698,295315,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
24699,58433,"[{'id': 14, 'name': 'Fantasy'}]"
24700,288281,"[{'id': 53, 'name': 'Thriller'}]"
24701,237791,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24702,140222,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
24703,188538,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
24704,186161,"[{'id': 35, 'name': 'Comedy'}]"
24705,56178,"[{'id': 18, 'name': 'Drama'}]"
24706,77412,"[{'id': 18, 'name': 'Drama'}]"
24707,121020,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24708,33001,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24709,20675,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24710,43075,"[{'id': 18, 'name': 'Drama'}]"
24711,114302,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
24712,147441,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
24713,46217,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
24714,60479,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
24715,206563,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
24716,39298,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
24717,265195,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]"
24718,17234,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24719,298077,"[{'id': 878, 'name': 'Science Fiction'}]"
24720,157305,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24721,212167,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]"
24722,250657,"[{'id': 99, 'name': 'Documentary'}]"
24723,55152,"[{'id': 27, 'name': 'Horror'}]"
24724,58700,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
24725,78399,"[{'id': 18, 'name': 'Drama'}]"
24726,143451,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
24727,183111,[]
24728,183113,[]
24729,183119,[]
24730,90978,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
24731,52853,"[{'id': 35, 'name': 'Comedy'}]"
24732,72638,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
24733,232100,"[{'id': 14, 'name': 'Fantasy'}]"
24734,49431,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
24735,9742,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]"
24736,17009,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]"
24737,167963,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
24738,57106,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
24739,165477,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
24740,143453,[]
24741,244001,"[{'id': 35, 'name': 'Comedy'}]"
24742,203179,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]"
24743,183127,[]
24744,202573,"[{'id': 18, 'name': 'Drama'}]"
24745,162406,[]
24746,162437,[]
24747,21811,"[{'id': 35, 'name': 'Comedy'}]"
24748,162442,[]
24749,162435,[]
24750,86532,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]"
24751,55538,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]"
24752,22585,"[{'id': 35, 'name': 'Comedy'}]"
24753,203766,"[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]"
24754,100042,"[{'id': 35, 'name': 'Comedy'}]"
24755,233423,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]"
24756,30449,"[{'id': 27, 'name': 'Horror'}]"
24757,128606,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]"
24758,206821,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
24759,55308,"[{'id': 37, 'name': 'Western'}]"
24760,289575,"[{'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]"
24761,284246,"[{'id': 99, 'name': 'Documentary'}]"
24762,103528,"[{'id': 99, 'name': 'Documentary'}]"
24763,79544,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
24764,79475,"[{'id': 18, 'name': 'Drama'}]"
24765,258086,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
24766,184061,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]"
24767,261037,"[{'id': 18, 'name': 'Drama'}]"
24768,301566,"[{'id': 35, 'name': 'Comedy'}]"
24769,38459,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
24770,80920,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
24771,256913,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24772,14524,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
24773,15741,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"
24774,114750,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24775,13617,"[{'id': 18, 'name': 'Drama'}]"
24776,17893,"[{'id': 18, 'name': 'Drama'}]"
24777,40074,"[{'id': 27, 'name': 'Horror'}]"
24778,17808,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
24779,209361,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
24780,15199,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
24781,14142,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
24782,14539,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
24783,214096,"[{'id': 18, 'name': 'Drama'}]"
24784,22609,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]"
24785,43768,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]"
24786,288691,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24787,157380,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
24788,128142,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
24789,190870,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
24790,285843,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24791,211411,"[{'id': 99, 'name': 'Documentary'}]"
24792,248211,[]
24793,139930,[]
24794,166627,[]
24795,268174,"[{'id': 35, 'name': 'Comedy'}]"
24796,157045,[]
24797,266856,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
24798,272602,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
24799,182349,"[{'id': 53, 'name': 'Thriller'}]"
24800,149940,[]
24801,13646,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
